id,srch_id,Hotel_Name,City,Hotel_Address,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,prop_location_score_aggregate,prop_historical_price,prop_delta_price,price_order,target_date,target_month,target_month_num
14,3,Autohogar Hotel Barcelona,Newyork,Riera Blanca,6/5/2013 17:56,5,219,0,0,219,103600,2,4,0,2.71,0.1213,0,110,1,10797,1,21,4,0,2,0,0,23.78,1,0,0,0,0,0,0,1,0,17,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,2.8313,1,109,1,6/26/2013 17:56,June,6
15,3,Best Western Hotel del Teatre Auditori Barcelona,Barcelona,Calle Blai,6/5/2013 17:56,5,219,0,0,219,17817,5,3.5,1,1.61,0.0107,0,139,0,10797,1,21,4,0,2,0,0,24.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6207,1,138,2,6/26/2013 17:56,June,6
16,3,Hotel Vinci Maritimo,Barcelona,Carrer Del Bisbe Sivilla 7,6/5/2013 17:56,5,219,0,0,219,139893,5,3,1,1.61,0.0128,0,159,0,10797,1,21,4,0,2,0,0,24.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6228,1,158,3,6/26/2013 17:56,June,6
17,3,Barcelona Apartments Montjuic Foutains,Barcelona,Valles Oriental,6/5/2013 17:56,5,219,0,0,219,85742,5,4,0,1.1,0.0275,0,169,1,10797,1,21,4,0,2,0,0,23.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1275,1,168,4,6/26/2013 17:56,June,6
18,3,Waytostay,Barcelona,Calle K,6/5/2013 17:56,5,219,0,0,219,118104,4.5,4,1,1.39,0.0411,0,194,0,10797,1,21,4,0,2,0,0,24.04,1,0,0,0,0,0,0,-1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4311,1,193,5,6/26/2013 17:56,June,6
19,3,Parc 2B apartment Barcelona,Barcelona,Avenida Tibidabo 1,6/5/2013 17:56,5,219,0,0,219,19731,4.5,4,0,3,0.0055,0,199,0,10797,1,21,4,0,2,0,0,24.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,5,3.0055,1,198,6,6/26/2013 17:56,June,6
20,3,PENSION FRANCIA,Barcelona,Avenida Tibidabo 1,6/5/2013 17:56,5,219,0,0,219,116416,4.5,4,0,3.14,0.0081,0,204,0,10797,1,21,4,0,2,0,0,23.85,1,0,0,0,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1481,1,203,7,6/26/2013 17:56,June,6
21,3,Centro Penitenciari La Model,Barcelona,Consell De Cent 498-500,6/5/2013 17:56,5,219,0,0,219,27317,4.5,4.5,0,0,0,0,209,0,10797,1,21,4,0,2,0,0,25.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208,8,6/26/2013 17:56,June,6
22,3,Dailyflats Sagrada Familia Complex Comfort,Barcelona,Sicilia 255,6/5/2013 17:56,5,219,0,0,219,130729,4.5,4,0,0.69,0.138,0,213,1,10797,1,21,4,0,2,0,0,26.24,1,0,0,0,1,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,5,0.828,1,212,9,6/26/2013 17:56,June,6
23,3,Hotelen,Barcelona,Paral.lel 64,6/5/2013 17:56,5,219,0,0,219,52838,4.5,4,0,2.64,0.0215,0,215,0,10797,1,21,4,0,2,0,0,24.49,1,0,0,0,0,0,11,1,1,4,0,0,0,-1,0,5,0,0,0,0,0,0,-1,0,5,2.6615,1,214,10,6/26/2013 17:56,June,6
24,3,Hotel,Barcelona,Ribes 71,6/5/2013 17:56,5,219,0,0,219,40629,4,4,1,2.08,0.021,0,219,0,10797,1,21,4,0,2,0,0,23.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.101,1,218,11,6/26/2013 17:56,June,6
25,3,Apartmentos SATA,Barcelona,Ronda de Sant Pau 55-57,6/5/2013 17:56,5,219,0,0,219,104087,4,3.5,1,2.64,0.0305,0,236,0,10797,1,21,4,0,2,0,0,22.87,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6705,1,235,12,6/26/2013 17:56,June,6
26,3,Hotel Miramar Montjuich,Barcelona,Josep Pla 19,6/5/2013 17:56,5,219,0,0,219,121071,4,4.5,1,2.56,0.0485,0,239,0,10797,1,21,4,0,2,0,0,23.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2.6085,1,238,13,6/26/2013 17:56,June,6
27,3,Hotel Arts,Barcelona,MARESME 96,6/5/2013 17:56,5,219,0,0,219,48090,4,4,1,2.3,0.0235,0,249,0,10797,1,21,4,0,2,0,0,23.32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3235,1,248,14,6/26/2013 17:56,June,6
28,3,Cal Antonmadro,Barcelona,Garcilaso,6/5/2013 17:56,5,219,0,0,219,56417,4,4.5,1,2.71,0.0225,0,249,0,10797,1,21,4,0,2,0,0,23.26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7325,1,248,15,6/26/2013 17:56,June,6
29,3,Carrer de Venero,Barcelona,Breton de los Herreros 26,6/5/2013 17:56,5,219,0,0,219,119952,4,4.5,0,2.77,0,0,269,0,10797,1,21,4,0,2,0,0,24.52,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,1,268,16,6/26/2013 17:56,June,6
30,3,Hotel arts,Barcelona,Passeig de la Mare de D??u del Coll,6/5/2013 17:56,5,219,0,0,219,4610,3.5,4.5,1,3,0.0062,0,275,0,10797,1,21,4,0,2,0,0,23.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0062,1,274,17,6/26/2013 17:56,June,6
31,3,Carrer Dels Madrazo,Barcelona,Vinyar 27,6/5/2013 17:56,5,219,0,0,219,117667,3.5,4.5,0,3.09,0.0019,0,285,0,10797,1,21,4,0,2,0,0,24.39,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0919,1,284,18,6/26/2013 17:56,June,6
32,3,Hesperia Tower,Barcelona,Avda. Mare Deu Montserrat 179-181,6/5/2013 17:56,5,219,0,0,219,12248,3.5,4.5,1,2.89,0.0043,0,289,0,10797,1,21,4,0,2,0,0,23.52,1,0,0,0,0,0,0,-1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8943,1,288,19,6/26/2013 17:56,June,6
33,3,reception,Barcelona,Ventallo,6/5/2013 17:56,5,219,0,0,219,57724,3.5,4.5,1,2.56,0.1811,0,295,0,10797,1,21,4,0,2,0,0,24.45,1,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.7411,1,294,20,6/26/2013 17:56,June,6
34,3,Hcc Lugano,Barcelona,Ogassa,6/5/2013 17:56,5,219,0,0,219,70568,3.5,4.5,0,2.89,0,0,325,0,10797,1,21,4,0,2,0,0,24.53,1,0,0,0,0,0,10,0,0,14,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,2.89,1,324,21,6/26/2013 17:56,June,6
35,3,Hotel  Princess  Room 1216,Barcelona,Carrer dels Morabos,6/5/2013 17:56,5,219,0,0,219,103937,3,4.5,1,2.89,0,0,339,1,10797,1,21,4,0,2,0,0,24.61,1,0,0,0,0,0,0,0,0,0,-1,0,10,-1,0,10,0,0,0,0,0,0,-1,0,10,2.89,1,338,22,6/26/2013 17:56,June,6
36,3,Hotel Arts Terrace,Barcelona,Calle de Mercedes Rodoreda,6/5/2013 17:56,5,219,0,0,219,55688,3,4.5,0,2.94,0.0191,0,343,1,10797,1,21,4,0,2,0,0,22.92,1,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9591,1,342,23,6/26/2013 17:56,June,6
37,3,Hotel Sunrise Barcelona,Barcelona,Gran Via,6/5/2013 17:56,5,219,0,0,219,35245,3,4,1,2.94,0.0123,0,345,0,10797,1,21,4,0,2,0,0,23.98,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,2.9523,1,344,24,6/26/2013 17:56,June,6
38,3,Swimming Pool Hotel Arts,Barcelona,Riera Blanca,6/5/2013 17:56,5,219,0,0,219,39341,3,4,1,2.48,0.1504,0,349,0,10797,1,21,4,0,2,0,0,24.74,1,0,0,0,-1,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,14,2.6304,1,348,25,6/26/2013 17:56,June,6
39,3,Villa Victoria,Barcelona,Calle Blai,6/5/2013 17:56,5,219,0,0,219,44497,2.5,5,0,1.1,0,0,425,0,10797,1,21,4,0,2,0,0,24.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1,424,26,6/26/2013 17:56,June,6
40,3,Pierre e Vacances,Barcelona,Avinguda Diagonal 1,6/5/2013 17:56,5,219,0,0,219,72684,2.5,5,1,2.89,0.0014,0,449,0,10797,1,21,4,0,2,0,0,24.6,1,0,0,0,0,0,0,-1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8914,1,448,27,6/26/2013 17:56,June,6
41,3,A Vista d'Hotel | Barcelona Princess,Barcelona,Av. Republica Argentina 256,6/5/2013 17:56,5,219,0,0,219,5541,2.5,4.5,0,0,0,0,460,0,10797,1,21,4,0,2,0,0,26.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,459,28,6/26/2013 17:56,June,6
42,3,Royal Hotels,Barcelona,Avenida Diagonal,6/5/2013 17:56,5,219,0,0,219,117177,2.5,5,1,2.89,0,0,465,0,10797,1,21,4,0,2,0,0,23.81,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,2.89,1,464,29,6/26/2013 17:56,June,6
43,3,A Vista d'Hotel | Miramar Barcelona,Barcelona,Sugranyes,6/5/2013 17:56,5,219,0,0,219,9253,2,5,1,3,0,0,525,0,10797,1,21,4,0,2,0,0,23.68,1,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,524,30,6/26/2013 17:56,June,6
44,3,Barcelona Princess,Barcelona,Crta. Vallvidrera-Tibidabo,6/5/2013 17:56,5,219,0,0,219,88345,2,5,1,3.09,0,0,550,0,10797,1,21,4,0,2,0,0,23.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3.09,1,549,31,6/26/2013 17:56,June,6
45,3,Av. Republica Argentina 256,Barcelona,Verdi Street,6/5/2013 17:56,5,219,0,0,219,24996,2,4.5,1,3.14,0,0,575,0,10797,1,21,4,0,2,0,0,23.6,1,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14,1,574,32,6/26/2013 17:56,June,6
46,3,Mandarin Oriental,Barcelona,Passeig de Gracia 38,6/5/2013 17:56,5,219,0,0,219,36029,2,4.5,0,3.18,0,0,595,0,10797,1,21,4,0,2,0,0,23.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,1,594,33,6/26/2013 17:56,June,6
77,7,Arya Nivas,Mumbai,Thane Lake,11/29/2012 14:37,5,219,0,0,72,136038,4.7,4,0,2.56,0,3.35,17,0,6419,1,8,2,0,1,1,-21.5518,1908.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,28.50273364,-11.50273364,1,12/7/2012 14:37,December,12
78,7,Hotel Adarsh,Mumbai,Mulund,11/29/2012 14:37,5,219,0,0,72,115560,4.6,4,0,2.89,0,3.75,45,0,6419,1,8,2,0,1,1,0,1909.01,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,22,0,0,0,0,0,0,0,0,0,2.89,42.521082,2.478918,2,12/7/2012 14:37,December,12
79,7,Hotel Amigo,Mumbai,Church Gate,11/29/2012 14:37,5,219,0,0,72,19884,4.5,4.5,0,1.39,0.1321,4.01,48,0,6419,1,8,2,0,1,1,-22.4981,1907.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5221,55.14687056,-7.146870563,3,12/7/2012 14:37,December,12
80,7,Hotel Kumkum,Mumbai,Bombay Centeral,11/29/2012 14:37,5,219,0,0,72,62724,4.5,3.5,0,0,0.3962,4.61,61,0,6419,1,8,2,0,1,1,-21.6999,1910.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3962,100.4841496,-39.48414964,4,12/7/2012 14:37,December,12
81,7,Hotel Manali,Mumbai,Dombivali,11/29/2012 14:37,5,219,0,0,72,50393,4.5,4,0,1.95,0,5.14,77,0,6419,1,8,2,0,1,1,-22.4796,1909.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,170.7157683,-93.71576832,5,12/7/2012 14:37,December,12
82,7,Hotel Mogul Palace,Mumbai,Manchhubhai Road,11/29/2012 14:37,5,219,0,0,72,33705,4,0,0,0,0,5.18,80,0,6419,1,8,2,0,1,1,-21.6868,1895.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.682811,-97.68281099,6,12/7/2012 14:37,December,12
83,7,Hotel Nalanda,Mumbai,Andheri West,11/29/2012 14:37,5,219,0,0,72,137113,4,3.5,0,2.77,0.0786,4.61,80,0,6419,1,8,2,0,1,1,-18.1525,1908.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8486,100.4841496,-20.48414964,7,12/7/2012 14:37,December,12
84,7,Hotel Neelkanth,Mumbai,M B Desai Rd,11/29/2012 14:37,5,219,0,0,72,116388,4,4.5,1,2.64,0.1771,5.15,84,0,6419,1,8,2,0,1,1,-16.819,1909.06,0,0,0,0,0,0,0,-1,0,15,0,0,0,-1,0,15,0,0,0,0,0,0,0,0,0,2.8171,172.4314903,-88.43149032,8,12/7/2012 14:37,December,12
85,7,Hotel Pearl,Mumbai,Andheri East,11/29/2012 14:37,5,219,0,0,72,115895,3.5,4,0,2.3,0.1445,4.85,85,0,6419,1,8,2,0,1,1,-18.0469,1909.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4445,127.7403898,-42.74038985,9,12/7/2012 14:37,December,12
86,7,Hotel Prasad International,Mumbai,19th Road Corner,11/29/2012 14:37,5,219,0,0,72,11004,3.5,1,0,2.48,0,4.66,87,0,6419,1,8,2,0,1,1,-22.906,1908.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,105.6360822,-18.63608216,10,12/7/2012 14:37,December,12
87,7,Hotel Sadanand,Mumbai,Western Express Highway,11/29/2012 14:37,5,219,0,0,72,82098,3,5,1,2.56,0,5.3,99,0,6419,1,8,2,0,1,1,-22.5499,1908.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,200.33681,-101.33681,11,12/7/2012 14:37,December,12
88,7,Hotel Sahara,Mumbai,Gurukrupa Building,11/29/2012 14:37,5,219,0,0,72,119482,3,0,0,2.71,0,5.14,99,0,6419,1,8,2,0,1,1,0,1909.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,170.7157683,-71.71576832,12,12/7/2012 14:37,December,12
89,7,Hotel Stayvel,Mumbai,Colaba,11/29/2012 14:37,5,219,0,0,72,129218,2.5,3.5,1,2.89,0.044,5.05,109,0,6419,1,8,2,0,1,1,-22.9946,1908.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.934,156.0224645,-47.02246449,13,12/7/2012 14:37,December,12
90,7,Hotel The Nest,Mumbai,Dadar,11/29/2012 14:37,5,219,0,0,72,25791,2.5,0,1,2.83,0,5.3,115,0,6419,1,8,2,0,1,1,-22.6041,1908.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,200.33681,-85.33680997,14,12/7/2012 14:37,December,12
91,7,Madhavashram,Mumbai,Chembur,11/29/2012 14:37,5,219,0,0,72,3483,2,4,1,2.48,0.1044,5.45,119,0,6419,1,8,2,0,1,1,-22.0079,1909.38,0,0,0,0,0,0,0,-1,0,22,0,0,0,-1,0,9,0,0,0,0,0,0,0,0,0,2.5844,232.7581659,-113.7581659,15,12/7/2012 14:37,December,12
92,7,R K Hotel,Mumbai,South Bombay,11/29/2012 14:37,5,219,0,0,72,89319,2,0,1,2.56,0,5.14,127,0,6419,1,8,2,0,1,1,-23.2552,1909.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,170.7157683,-43.71576832,16,12/7/2012 14:37,December,12
93,7,Railway Hotel,Mumbai,Bandra,11/29/2012 14:37,5,219,0,0,72,52357,2,0,0,2.64,0,0,131,0,6419,1,8,2,0,1,1,0,1908.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64,1,130,17,12/7/2012 14:37,December,12
94,9,Kos,Amsterdam,Staalmeesterlaan,6/17/2013 12:48,14,100,0,0,219,104475,4.5,0,0,2.4,0.0098,0,90.32,0,25479,1,237,2,0,1,0,0,2314.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4098,1,89.32,1,2/9/2014 11:48,February,2
95,9,Meininger Room 115,Amsterdam,Hendrikje Stoffelstraat 1,6/17/2013 12:48,14,100,0,0,219,74339,4.5,4,1,2.4,0.0086,0,100.14,1,25479,1,237,2,0,1,0,0,2308.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4086,1,99.14,2,2/9/2014 11:48,February,2
96,9,Holiday Inn Sloterdik,Amsterdam,Voorburgstraat 250,6/17/2013 12:48,14,100,0,0,219,115796,4.5,3.5,1,1.95,0.0262,0,100.14,0,25479,1,237,2,0,1,0,0,2314.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9762,1,99.14,3,2/9/2014 11:48,February,2
97,9,Fasion Hotel,Amsterdam,Beursstraat 21,6/17/2013 12:48,14,100,0,0,219,74516,4.5,0,0,2.71,0,0,109.95,0,25479,1,237,2,0,1,0,0,2315.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,1,108.95,4,2/9/2014 11:48,February,2
98,9,HEM Hotel,Amsterdam,Lucellestraat,6/17/2013 12:48,14,100,0,0,219,65758,4,3.5,1,2.4,0.0414,0,118.79,0,25479,1,237,2,0,1,0,0,2316.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4414,1,117.79,5,2/9/2014 11:48,February,2
99,9,besthotelfordogs.com,Amsterdam,Titus van Rijnstraat,6/17/2013 12:48,14,100,0,0,219,135857,4,4,1,3.37,0.0164,0,118.79,1,25479,1,237,2,0,1,0,0,2320.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3864,1,117.79,6,2/9/2014 11:48,February,2
100,9,Bastion Hotel Amsterdam,Amsterdam,Nachtwachtlaan 11,6/17/2013 12:48,14,100,0,0,219,81854,4,3,0,4.11,0.1063,0,125.66,1,25479,1,237,2,0,1,0,0,2314.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2163,1,124.66,7,2/9/2014 11:48,February,2
101,9,Tulip Inn Amsterdam Art,Amsterdam,Havenstraat 3a Loods 22,6/17/2013 12:48,14,100,0,0,219,31233,4,0,0,4.19,0.071,0,128.61,0,25479,1,237,2,0,1,0,0,2314.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.261,1,127.61,8,2/9/2014 11:48,February,2
102,9,Arts Hotel,Amsterdam,Amstelveenseweg 646,6/17/2013 12:48,14,100,0,0,219,83625,4,4,1,2.2,0.0054,0,139.41,0,25479,1,237,2,0,1,0,0,2311.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2054,1,138.41,9,2/9/2014 11:48,February,2
103,9,Cosy Canal Apartaments,Amsterdam,Corn. Douwesweg 15,6/17/2013 12:48,14,100,0,0,219,117171,4,0,0,3.47,0,0,148.24,1,25479,1,237,2,0,1,0,0,2319.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,1,147.24,10,2/9/2014 11:48,February,2
